0,1,2,3,4,5,6,7,8,9,10,11
14.180671487882261,-3.772880666347215,-17007.75405220055,0.8211530133337727,2.2509488072662207,44.15322580645161,0.7338920148062811,15.396793657889708,0.3047790787745349,44.15322580645161,9.475806451612902,38.87775551102204
12.7732762784057,-5.237706387746768,-15984.124605208908,0.8498399011855382,2.479069895348308,44.15322580645161,0.9053198005686257,15.537690182030577,0.4264896549565086,44.15322580645161,3.4274193548387095,40.681362725450896
12.905403917029407,-3.9311491392322258,-19502.694462991,0.7764773841119926,2.439676618234394,44.556451612903224,0.8841530473644164,15.459995528999563,0.8382941495987571,44.556451612903224,5.443548387096774,43.887775551102195
18.500368553292514,-2.907405384477823,-14559.077550641268,0.8181538325526103,1.5293003109709775,44.75806451612903,0.2578394698091331,17.007546058069035,0.421754980939258,44.75806451612903,16.532258064516128,38.47695390781563
16.175103661988313,-4.398642233570659,-14628.397044545403,0.7839137736509222,1.7947662819809729,48.387096774193544,0.6354598590751646,18.230884275824547,0.5623842609345899,48.387096774193544,6.451612903225806,45.09018036072143
13.409808787956065,-3.7583829705002563,-18376.173023717893,0.8218289809909188,2.482420472009381,43.75,0.8322839265854164,14.902673523302372,0.24930664427178792,43.75,8.669354838709676,38.47695390781563
11.847750122128208,-7.099869447045988,-14807.604770793689,0.8355391349507618,2.539826939082261,43.54838709677419,0.9962814825223704,15.831227141378221,0.26062002079402796,43.54838709677419,0.0,38.07615230460921
13.978215800310519,-4.22303435579224,-18152.45199236863,0.8620861267117166,2.15606988245811,44.15322580645161,0.7081029622051643,15.428399463407288,0.2896690093965211,44.15322580645161,8.669354838709676,39.07815631262525
18.05303042682816,-2.9915213755209438,-14848.081465641328,0.8404372709071847,1.5232508111828311,43.75,0.2898591803801971,16.90904756091238,0.39578524195957987,43.75,15.524193548387096,38.47695390781563
19.318350875723915,-3.271544258920271,-11382.107709912225,0.8420823791140488,1.4627912173453415,48.79032258064516,0.3503165271098279,19.12771567867484,0.33946456859286095,48.79032258064516,13.709677419354838,44.28857715430861
14.654221664299794,-3.5122938145130167,-17834.605002619646,0.875568537132199,2.163617107819443,44.75806451612903,0.7006124512593551,15.654406254071457,0.23716415951705563,44.75806451612903,9.879032258064516,42.68537074148296
11.643965459851149,-7.44594157320297,-16127.353634418945,0.8910390130612565,2.678091054160911,44.75806451612903,1.0452879558923143,15.797601206701271,0.16884842626156565,44.75806451612903,0.0,41.883767535070135
15.781282315844424,-2.72632760919079,-17793.096608030806,0.8654773659495856,2.0631510002865157,44.354838709677416,0.5257012763700187,15.083108984645026,0.4303098874321916,44.354838709677416,13.104838709677418,37.27454909819639
