0,1,2,3,4,5,6,7,8
0.24146,0.0020168684,0.24560089576383878,0.04490955800272365,0.01999999999999999,21.831398630664687,481.2226876132958,0.04000000000000001,0.0603198
0.24266000000000001,0.0009687244000000002,0.2446479102710669,0.031124337743958508,0.01999999999999999,22.102834920906478,489.3267834942649,0.0325,0.05985259999999999
0.25644,0.0021717264,0.2606399815837931,0.046601785373524045,0.020000000000000018,21.830541330823976,481.1127775964164,0.05000000000000002,0.0679332
0.28918,0.004805927599999999,0.2973735025182977,0.06932479787204575,0.05999999999999997,21.567272198801255,473.3095602435818,0.11000000000000001,0.08843100000000001
0.27832000000000007,0.0022515776,0.2823359700782031,0.047450791352726666,0.030000000000000027,21.883817574690273,482.74263679771093,0.07,0.0797136
0.24332,0.0020901776,0.24757786653899413,0.04571846016654542,0.020000000000000018,21.81650950475816,480.79155918042073,0.05000000000000002,0.061294799999999997
0.24318,0.0005780876,0.2443657095420714,0.02404345233114413,0.010000000000000009,22.164263336805313,491.1548598754674,0.03,0.05971460000000001
0.28118000000000004,0.0041372076,0.28844306197237607,0.06432112872143958,0.04999999999999999,21.679137070141692,476.68135525116224,0.1,0.08319939999999999
0.27898,0.0034791595999999997,0.285147330339949,0.05898440132780869,0.04999999999999999,21.73655174238363,478.4326158655427,0.09,0.08130899999999999
0.25379999999999997,0.0022441776,0.2577114665667789,0.04737275166168839,0.020000000000000018,21.92436091412084,484.03152573301384,0.05000000000000002,0.0664152
0.26652,0.0005370896,0.2675256997000475,0.023175193634574015,0.010000000000000009,22.227558888070874,493.04290897906503,0.030000000000000027,0.07157000000000001
0.23978000000000002,0.0034017516,0.2467715542764198,0.0583245368605701,0.04000000000000001,21.632807257255646,475.3554051172078,0.08999999999999997,0.060896200000000004
0.33541999999999994,0.004947223599999999,0.34271533376842067,0.07033650261421874,0.050000000000000044,21.79996896496435,480.2983270244389,0.10999999999999999,0.1174538
0.27684000000000003,0.0029796144,0.2821701614274621,0.05458584431883416,0.03999999999999998,21.759570092883802,479.0921421301087,0.07,0.07962000000000001
0.25306,0.0021616364,0.2572955499032193,0.046493401682389295,0.020000000000000018,21.808294934302992,480.5323441715842,0.04000000000000001,0.066201
0.24536000000000002,0.00036927040000000013,0.24611135690983463,0.019216409654251237,0.010000000000000009,22.224158958244146,492.93639934463545,0.03,0.0605708
0.24406,0.0029665164,0.2500635919121374,0.054465736018160994,0.03999999999999998,21.81306935051946,480.7322275094779,0.07000000000000003,0.06253179999999998
0.32914,0.0044902603999999995,0.3358919469115031,0.06700940531000107,0.04999999999999999,21.748526972056304,478.69369323200135,0.10249999999999998,0.1128234
0.27596000000000004,0.0037308784,0.2826389923559734,0.06108091682350553,0.04000000000000001,21.595116479201273,474.0899460241386,0.09,0.07988479999999999
0.25696,0.0018899584000000003,0.26061158838393966,0.0434736517904811,0.020000000000000018,21.887115061324746,482.8876669947447,0.05000000000000002,0.0679184
0.24597999999999998,0.0005100396,0.24701457446879527,0.02258405632299034,0.010000000000000009,22.206685346368737,492.42298183454267,0.03,0.0610162
0.24466,0.0027976844000000005,0.25031220505600604,0.05289314133231265,0.03999999999999998,21.779960889416497,479.72667523198135,0.07000000000000003,0.06265620000000001
0.32588,0.0041334256,0.3321614065480817,0.06429172263985465,0.04999999999999999,21.854380003108098,481.8780594757962,0.08999999999999997,0.11033119999999999
0.27721999999999997,0.0038628716,0.28410174233890223,0.062152003990217405,0.04999999999999999,21.614973206256362,474.7864168645428,0.09,0.0807138
